"prod_id","prod_title","prod_description","prod_img","prod_price","prod_category","prod_quantity","prod_temp_qty","prod_approved","seller_id","created_at"
"62","1960 BSA Gold Star DBD34","Detailed scale replica with working suspension and constructed from over 70 parts","2.jpg","37.32","clothes","0",NULL,,"105","0000-00-00 00:00:00"
"63","18th century schooner","All wood with canvas sails. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with 4 masts, all square-rigged.","3.jpg","82.34","clothes","0",NULL,,"105","0000-00-00 00:00:00"
"64","1938 Cadillac V-16 Presidential Limousine","This 1:24 scale precision die cast replica of the 1938 Cadillac V-16 Presidential Limousine has all the details of the original, from the flags on the front to an opening back seat compartment complete with telephone and rifle. Features factory baked-enamel black finish, hood goddess ornament, working jump seats.","4.jpg","20.61","clothes","0",NULL,,"105","0000-00-00 00:00:00"
"65","1962 Volkswagen Microbus","This 1:18 scale die cast replica of the 1962 Microbus is loaded with features: A working steering system, opening front doors and tailgate, and famous two-tone factory baked enamel finish, are all topped of by the sliding, real fabric, sunroof.","5.jpg","61.34","food","0",NULL,,"105","0000-00-00 00:00:00"
"66","1982 Ducati 900 Monster","Features two-tone paint with chrome accents, superior die-cast detail , rotating wheels , working kick stand","6.jpg","47.1","electronics","0",NULL,,"105","0000-00-00 00:00:00"
"67","1949 Jaguar XK 120","Precision-engineered from original Jaguar specification in perfect scale ratio. Features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.","7.jpg","47.25","clothes","0",NULL,,"105","0000-00-00 00:00:00"
"68","1958 Chevy Corvette Limited Edition","The operating parts of this 1958 Chevy Corvette Limited Edition are particularly delicate due to their precise scale and require special care and attention. Features rotating wheels, working streering, opening doors and trunk. Color dark green.","9.jpg","15.91","books","0",NULL,,"105","0000-00-00 00:00:00"
"69","1900s Vintage Bi-Plane","Hand crafted diecast-like metal bi-plane is re-created in about 1:24 scale of antique pioneer airplane. All hand-assembled with many different parts. Hand-painted in classic yellow and features correct markings of original airplane.","8.jpg","34.25","kids","0",NULL,,"105","0000-00-00 00:00:00"
"70","1952 Citroen-15CV","Precision crafted hand-assembled 1:18 scale reproduction of the 1952 15CV, with its independent spring suspension, working steering system, opening doors and hood, detailed engine and instrument panel, all topped of with a factory fresh baked enamel finish.","10.jpg","72.82","food","0",NULL,,"105","0000-00-00 00:00:00"
"71","1982 Lamborghini Diablo","This replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.","1.jpg","16.24","food","0",NULL,,"106","0000-00-00 00:00:00"
"72","1912 Ford Model T Delivery Wagon","This model features chrome trim and grille, opening hood, opening doors, opening trunk, detailed engine, working steering system. Color white.","2.jpg","46.91","kids","0",NULL,,"106","0000-00-00 00:00:00"
"73","1969 Chevrolet Camaro Z28","1969 Z/28 Chevy Camaro 1:24 scale replica. The operating parts of this limited edition 1:24 scale diecast model car 1969 Chevy Camaro Z28- hood, trunk, wheels, streering, suspension and doors- are particularly delicate due to their precise scale and require special care and attention.","3.jpg","50.51","food","0",NULL,,"106","0000-00-00 00:00:00"
"74","1971 Alpine Renault 1600s","This 1971 Alpine Renault 1600s replica Features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.","4.jpg","38.58","electronics","0",NULL,,"106","0000-00-00 00:00:00"
"75","1937 Horch 930V Limousine","Features opening hood, opening doors, opening trunk, wide white wall tires, front door arm rests, working steering system","5.jpg","26.3","clothes","0",NULL,,"106","0000-00-00 00:00:00"
"76","2002 Chevy Corvette","The operating parts of this limited edition Diecast 2002 Chevy Corvette 50th Anniversary Pace car Limited Edition are particularly delicate due to their precise scale and require special care and attention. Features rotating wheels, poseable streering, opening doors and trunk.","6.jpg","62.11","clothes","0",NULL,,"107","0000-00-00 00:00:00"
"77","1940 Ford Delivery Sedan","Chrome Trim, Chrome Grille, Opening Hood, Opening Doors, Opening Trunk, Detailed Engine, Working Steering System. Color black.","7.jpg","48.64","clothes","0",NULL,,"107","0000-00-00 00:00:00"
"78","1956 Porsche 356A Coupe","Features include: Turnable front wheels; steering function; detailed interior; detailed engine; opening hood; opening trunk; opening doors; and detailed chassis.","9.jpg","98.3","food","0",NULL,,"107","0000-00-00 00:00:00"
"79","Corsair F4U ( Bird Cage)","Has retractable wheels and comes with a stand. Official logos and insignias.","8.jpg","29.34","electronics","0",NULL,,"108","0000-00-00 00:00:00"
"80","1936 Mercedes Benz 500k Roadster","This model features grille-mounted chrome horn, lift-up louvered hood, fold-down rumble seat, working steering system and rubber wheels. Color black.","10.jpg","21.75","clothes","0",NULL,,"108","0000-00-00 00:00:00"
"81","1992 Porsche Cayenne Turbo Silver","This replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.","1.jpg","69.78","books","0",NULL,,"107","0000-00-00 00:00:00"
"82","1936 Chrysler Airflow","Features opening trunk,  working steering system. Color dark green.","2.jpg","57.46","kids","0",NULL,,"107","0000-00-00 00:00:00"
"83","1900s Vintage Tri-Plane","Hand crafted diecast-like metal Triplane is Re-created in about 1:24 scale of antique pioneer airplane. This antique style metal triplane is all hand-assembled with many different parts.","3.jpg","36.23","food","0",NULL,,"107","0000-00-00 00:00:00"
"84","1961 Chevrolet Impala","This 1:18 scale precision die-cast reproduction of the 1961 Chevrolet Impala has all the features-doors, hood and trunk that open; detailed 409 cubic-inch engine; chrome dashboard and stick shift, two-tone interior; working steering system; all topped of with a factory baked-enamel finish.","4.jpg","32.33","food","0",NULL,,"107","0000-00-00 00:00:00"
"85","1980’s GM Manhattan Express","This 1980’s era new look Manhattan express is still active, running from the Bronx to mid-town Manhattan. Has 35 opeining windows and working lights. Needs a battery.","5.jpg","53.93","kids","0",NULL,,"107","0000-00-00 00:00:00"
"86","1997 BMW F650 ST","Features official die-struck logos and baked enamel finish. Comes with stand.","6.jpg","66.92","food","0",NULL,,"109","0000-00-00 00:00:00"
"87","1982 Ducati 996 R","Features rotating wheels , working kick stand. Comes with stand.","7.jpg","24.14","electronics","0",NULL,,"107","0000-00-00 00:00:00"
"88","1954 Greyhound Scenicruiser","Model features bi-level seating, 50 windows, skylights & glare resistant glass, working steering system, original logos","9.jpg","25.98","clothes","0",NULL,,"109","0000-00-00 00:00:00"
"89","1950's Chicago Surface Lines Streetcar","This streetcar is a joy to see. It has 80 separate windows, electric wire guides, detailed interiors with seats, poles and drivers controls, rolling and turning wheel assemblies, plus authentic factory baked-enamel finishes (Green Hornet for Chicago and Cream and Crimson for Boston).","8.jpg","26.72","clothes","0",NULL,,"101","0000-00-00 00:00:00"
"90","1996 Peterbilt 379 Stake Bed with Outrigger","This model features, opening doors, detailed engine, working steering, tinted windows, detailed interior, die-struck logos, removable stakes operating outriggers, detachable second trailer, functioning 360-degree self loader, precision molded resin trailer and trim, baked enamel finish on cab","10.jpg","33.61","clothes","0",NULL,,"101","0000-00-00 00:00:00"
"91","1928 Ford Phaeton Deluxe","This model features grille-mounted chrome horn, lift-up louvered hood, fold-down rumble seat, working steering system","1.jpg","33.02","food","0",NULL,,"101","0000-00-00 00:00:00"
"92","1974 Ducati 350 Mk3 Desmo","This model features two-tone paint with chrome accents, superior die-cast detail , rotating wheels , working kick stand","2.jpg","56.13","electronics","0",NULL,,"101","0000-00-00 00:00:00"
"93","1930 Buick Marquette Phaeton","Features opening trunk,  working steering system","3.jpg","27.06","clothes","0",NULL,,"101","0000-00-00 00:00:00"
"94","Diamond T620 Semi-Skirted Tanker","This limited edition model is licensed and perfectly scaled for Lionel Trains. The Diamond T620 has been produced in solid precision diecast and painted with a fire baked enamel finish. It comes with a removable tanker and is a perfect model to add authenticity to your static train or car layout or to just have on display.","4.jpg","68.29","books","0",NULL,,"101","0000-00-00 00:00:00"
"95","yyyyy","This streetcar is a joy to see. It has 99 separate windows, electric wire guides, detailed interiors with seats, poles and drivers controls, rolling and turning wheel assemblies, plus authentic factory baked-enamel finishes (Green Hornet for Chicago and Cream and Crimson for Boston).","2.jpg","900","hhhhh","0",NULL,,"102","0000-00-00 00:00:00"
"96","2002 Yamaha YZR M1","Features rotating wheels , working kick stand. Comes with stand.","6.jpg","34.17","food","0",NULL,,"101","0000-00-00 00:00:00"
"97","The Schooner Bluenose","All wood with canvas sails. Measures 31 1/2 inches in Length, 22 inches High and 4 3/4 inches Wide. Many extras.
The schooner Bluenose was built in Nova Scotia in 1921 to fish the rough waters off the coast of Newfoundland. Because of the Bluenose racing prowess she became the pride of all Canadians. Still featured on stamps and the Canadian dime, the Bluenose was lost off Haiti in 1946.","7.jpg","34","food","0",NULL,,"101","0000-00-00 00:00:00"
"98","American Airlines: B767-300","Exact replia with official logos and insignias and retractable wheels","9.jpg","51.15","kids","0",NULL,,"101","0000-00-00 00:00:00"
"99","The Mayflower","Measures 31 1/2 inches Long x 25 1/2 inches High x 10 5/8 inches Wide
All wood with canvas sail. Extras include long boats, rigging, ladders, railing, anchors, side cannons, hand painted, etc.","8.jpg","43.3","food","0",NULL,,"101","0000-00-00 00:00:00"
"100","HMS Bounty","Measures 30 inches Long x 27 1/2 inches High x 4 3/4 inches Wide. 
Many extras including rigging, long boats, pilot house, anchors, etc. Comes with three masts, all square-rigged.","10.jpg","39.83","electronics","0",NULL,,"101","0000-00-00 00:00:00"
"101","America West Airlines B757-200","Official logos and insignias. Working steering system. Rotating jet engines","1.jpg","68.8","clothes","0",NULL,,"101","0000-00-00 00:00:00"
"102","The USS Constitution Ship","All wood with canvas sails. Measures 31 1/2"" Length x 22 3/8"" High x 8 1/4"" Width. Extras include 4 boats on deck, sea sprite on bow, anchors, copper railing, pilot houses, etc.","2.jpg","33.97","clothes","0",NULL,,"101","0000-00-00 00:00:00"
"103","1982 Camaro Z28","Features include opening and closing doors. Color: White. 
Measures approximately 9 1/2"" Long.","3.jpg","46.53","clothes","0",NULL,,"101","0000-00-00 00:00:00"
"104","ATA: B757-300","Exact replia with official logos and insignias and retractable wheels","4.jpg","59.33","food","0",NULL,,"101","0000-00-00 00:00:00"
"105","F/A 18 Hornet 1/72","10"" Wingspan with retractable landing gears.Comes with pilot","5.jpg","54.4","electronics","0",NULL,,"102","0000-00-00 00:00:00"
"106","The Titanic","Completed model measures 19 1/2 inches long, 9 inches high, 3inches wide and is in barn red/black. All wood and metal.","6.jpg","51.09","clothes","0",NULL,,"102","0000-00-00 00:00:00"
"107","The Queen Mary","Exact replica. Wood and Metal. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with three masts, all square-rigged.","7.jpg","53.63","books","0",NULL,,"102","0000-00-00 00:00:00"
"108","American Airlines: MD-11S","Polished finish. Exact replia with official logos and insignias and retractable wheels","9.jpg","36.27","kids","0",NULL,,"102","0000-00-00 00:00:00"
"109","Boeing X-32A JSF","10"" Wingspan with retractable landing gears.Comes with pilot","8.jpg","32.77","food","0",NULL,,"102","0000-00-00 00:00:00"
"110","Pont Yacht","Measures 38 inches Long x 33 3/4 inches High. Includes a stand.
Many extras including rigging, long boats, pilot house, anchors, etc. Comes with 2 masts, all square-rigged","10.jpg","33.3","food","0",NULL,,"102","0000-00-00 00:00:00"
"140","yyyyy",NULL,"2.jpg","900","hhhhh","0",NULL,NULL,"102","2024-06-18 23:53:56"
"141","yyyyy",NULL,"2.jpg","900","hhhhh","0",NULL,NULL,"102","2024-06-18 23:55:45"
"142","yyyyy",NULL,"2.jpg","900","hhhhh","0",NULL,NULL,"102","2024-06-18 23:56:42"
"143","yyyyy",NULL,"2.jpg","900","hhhhh","0",NULL,NULL,"102","2024-06-18 23:57:22"
"150","yyyyy",NULL,"2.jpg","900","hhhhh","0",NULL,NULL,"102","2024-06-18 23:59:23"
